,article_name,monthly_viewcount,day,year,month,peak_date
2985,Edgar_Wright,97773,28,2017,6,2017-06-28
2986,Windows_10_version_history,97724,15,2017,6,2017-06-15
2987,Austria,97524,5,2017,6,2017-06-05
2988,Red_Hot_Chili_Peppers,97499,5,2017,6,2017-06-05
2989,Prometheus_(2012_film),97496,1,2017,6,2017-06-01
2990,Chris_Pratt,97493,21,2017,6,2017-06-21
2991,Dr._Dre,97489,16,2017,6,2017-06-16
2992,Doctor_Strange_(film),97390,5,2017,6,2017-06-05
2993,Titanic_(1997_film),97376,11,2017,6,2017-06-11
2994,Quentin_Tarantino,97361,4,2017,6,2017-06-04
2995,Mia_Khalifa,97326,29,2017,6,2017-06-29
2996,"French_presidential_election,_2017",97308,12,2017,6,2017-06-12
2997,Weekly_Idol,97306,7,2017,6,2017-06-07
2998,Dwight_D._Eisenhower,97291,6,2017,6,2017-06-06
2999,OSI_model,97262,13,2017,6,2017-06-13
3000,"Curse,_Inc.",6151218,21,2017,9,2017-09-21
3001,Darth_Vader,2742086,1,2017,9,2017-09-01
3002,Test_data,2550058,7,2017,9,2017-09-07
3003,It_(2017_film),2418205,11,2017,9,2017-09-11
3004,Bookmark,2373023,6,2017,9,2017-09-06
3005,Deaths_in_2017,1880658,28,2017,9,2017-09-28
3006,Hurricane_Irma,1397622,7,2017,9,2017-09-07
3007,Hugh_Hefner,1200490,28,2017,9,2017-09-28
3008,Earth,1177906,14,2017,9,2017-09-14
3009,Mother!,1144006,15,2017,9,2017-09-15
3010,It_(novel),1071920,11,2017,9,2017-09-11
3011,Muscat_and_Oman,873182,2,2017,9,2017-09-02
3012,Jebel_Akhdar_War,870481,2,2017,9,2017-09-02
3013,Wiki,865786,11,2017,9,2017-09-11
3014,Rick_and_Morty_(season_3),793592,4,2017,9,2017-09-04
3015,Bill_Skarsgård,773570,11,2017,9,2017-09-11
3016,Deferred_Action_for_Childhood_Arrivals,768398,5,2017,9,2017-09-05
3017,2017_Atlantic_hurricane_season,768011,19,2017,9,2017-09-19
3018,List_of_Rick_and_Morty_episodes,706177,4,2017,9,2017-09-04
3019,Hurricane_Harvey,665749,5,2017,9,2017-09-05
3020,Rick_and_Morty,660788,4,2017,9,2017-09-04
3021,Game_of_Thrones,640585,4,2017,9,2017-09-04
3022,Cali_Cartel,635933,10,2017,9,2017-09-10
3023,Skynet_(satellite),630641,4,2017,9,2017-09-04
3024,2018_FIFA_World_Cup_qualification,628276,5,2017,9,2017-09-05
3025,Star_Trek:_Discovery,626465,25,2017,9,2017-09-25
3026,Lali_Espósito,621727,30,2017,9,2017-09-30
3027,Kingsman:_The_Golden_Circle,606278,22,2017,9,2017-09-22
3028,Mumpsimus,587235,5,2017,9,2017-09-05
3029,Game_of_Thrones_(season_7),579349,4,2017,9,2017-09-04
3030,2017_in_film,575876,11,2017,9,2017-09-11
3031,Blue_Whale_(game),573768,1,2017,9,2017-09-01
3032,United_States,563913,12,2017,9,2017-09-12
3033,It_(character),559107,11,2017,9,2017-09-11
3034,Rohingya_people,555152,6,2017,9,2017-09-06
3035,HTTPS,542914,18,2017,9,2017-09-18
3036,September_11_attacks,504255,11,2017,9,2017-09-11
3037,It_(miniseries),496020,11,2017,9,2017-09-11
3038,Puerto_Rico,484139,26,2017,9,2017-09-26
3039,Facebook,482771,12,2017,9,2017-09-12
3040,Narcos_(season_3),475522,3,2017,9,2017-09-03
3041,The_Handmaid's_Tale_(TV_series),471479,18,2017,9,2017-09-18
3042,Samuel_Johnson,467451,18,2017,9,2017-09-18
3043,Donald_Trump,456140,26,2017,9,2017-09-26
3044,Narcos,450595,4,2017,9,2017-09-04
3045,List_of_Bollywood_films_of_2017,444086,23,2017,9,2017-09-23
3046,'Ain_Ghazal,441400,2,2017,9,2017-09-02
3047,Ayn_Ghazal,440271,2,2017,9,2017-09-02
3048,Buwaydah,433959,3,2017,9,2017-09-03
3049,Myanmar,430754,6,2017,9,2017-09-06
3050,Hurricane_Katrina,429939,6,2017,9,2017-09-06
3051,American_Horror_Story:_Cult,428537,6,2017,9,2017-09-06
3052,Google,423417,27,2017,9,2017-09-27
3053,Bitcoin,423152,13,2017,9,2017-09-13
3054,Template:Syrian_Civil_War_detailed_map,417187,4,2017,9,2017-09-04
3055,North_Korea,407818,4,2017,9,2017-09-04
3056,Gennady_Golovkin,402185,17,2017,9,2017-09-17
3057,Saffir–Simpson_scale,398998,5,2017,9,2017-09-05
3058,Pablo_Escobar,395284,19,2017,9,2017-09-19
3059,Hélmer_Herrera,394066,4,2017,9,2017-09-04
3060,California_Proposition_218_(1996),391412,2,2017,9,2017-09-02
3061,"German_federal_election,_2017",388347,25,2017,9,2017-09-25
3062,The_Orville,384555,11,2017,9,2017-09-11
3063,Gilberto_Rodríguez_Orejuela,376670,3,2017,9,2017-09-03
3064,No_Mercy_(2017),375693,25,2017,9,2017-09-25
3065,List_of_macOS_components,374954,25,2017,9,2017-09-25
3066,America's_Got_Talent_(season_12),374884,21,2017,9,2017-09-21
3067,Stephen_King,371975,11,2017,9,2017-09-11
3068,Meghan_Markle,370104,26,2017,9,2017-09-26
3069,Cardi_B,369694,26,2017,9,2017-09-26
3070,EuroBasket_2017,364882,6,2017,9,2017-09-06
3071,Hurricane_Andrew,364616,6,2017,9,2017-09-06
3072,Elon_Musk,364566,29,2017,9,2017-09-29
3073,Asima_Chatterjee,357046,23,2017,9,2017-09-23
3074,Wikipedia,353492,14,2017,9,2017-09-14
3075,Kingsman:_The_Secret_Service,352538,22,2017,9,2017-09-22
3076,Google_Chrome,349377,6,2017,9,2017-09-06
3077,Eduard_Khil,348266,5,2017,9,2017-09-05
3078,YouTube,348228,25,2017,9,2017-09-25
3079,Queen_Victoria,345197,18,2017,9,2017-09-18
3080,List_of_most_viewed_YouTube_videos,344477,6,2017,9,2017-09-06
3081,Barbuda,338000,7,2017,9,2017-09-07
3082,Colin_Kaepernick,334613,25,2017,9,2017-09-25
3083,World_War_II,332263,1,2017,9,2017-09-01
3084,XHamster,330657,4,2017,9,2017-09-04
3085,Gloria_E._Anzaldúa,328271,26,2017,9,2017-09-26
3086,Oligodynamic_effect,326476,20,2017,9,2017-09-20
3087,2018_FIFA_World_Cup_qualification_(UEFA),322975,5,2017,9,2017-09-05
3088,Blade_Runner_2049,320634,29,2017,9,2017-09-29
3089,HTTP_404,320017,11,2017,9,2017-09-11
3090,India,317390,4,2017,9,2017-09-04
3091,Wonder_Woman_(2017_film),317098,6,2017,9,2017-09-06
3092,Canelo_Álvarez,316961,17,2017,9,2017-09-17
3093,Harry_Dean_Stanton,315206,16,2017,9,2017-09-16
3094,ISO/IEC_7812,313118,27,2017,9,2017-09-27
3095,Alexander_Skarsgård,312453,18,2017,9,2017-09-18
3096,AMGTV,311328,18,2017,9,2017-09-18
3097,United_Kingdom,310128,25,2017,9,2017-09-25
3098,American_Horror_Story,307284,6,2017,9,2017-09-06
3099,List_of_Category_5_Atlantic_hurricanes,306670,5,2017,9,2017-09-05
3100,Miguel_Rodríguez_Orejuela,300253,3,2017,9,2017-09-03
3101,Tim_Curry,299796,11,2017,9,2017-09-11
3102,Elizabeth_II,299107,4,2017,9,2017-09-04
3103,List_of_Game_of_Thrones_episodes,295312,4,2017,9,2017-09-04
3104,Pirates_of_the_Caribbean:_Dead_Men_Tell_No_Tales,293306,6,2017,9,2017-09-06
3105,José_Santacruz_Londoño,291832,4,2017,9,2017-09-04
3106,Ernest_Rutherford,291135,13,2017,9,2017-09-13
3107,Blade_Runner,289757,29,2017,9,2017-09-29
3108,Suits_(season_7),289706,21,2017,9,2017-09-21
3109,69th_Primetime_Emmy_Awards,289161,18,2017,9,2017-09-18
3110,Hurricane_Maria,289057,20,2017,9,2017-09-20
3111,Transformers:_The_Last_Knight,288289,16,2017,9,2017-09-16
3112,Così_fan_tutte,284757,19,2017,9,2017-09-19
3113,List_of_countries_by_past_and_future_GDP_(nominal)_per_capita,284367,27,2017,9,2017-09-27
3114,Inhumans_(TV_series),283632,30,2017,9,2017-09-30
3115,Darren_Aronofsky,283188,15,2017,9,2017-09-15
3116,HMS_Dolphin_(1751),282272,12,2017,9,2017-09-12
3117,Vietnam_War,280765,25,2017,9,2017-09-25
3118,UFC_215,279752,10,2017,9,2017-09-10
3119,Taylor_Swift,278280,3,2017,9,2017-09-03
3120,Twin_Peaks_(2017_TV_series),277476,4,2017,9,2017-09-04
3121,Logic_(musician),274975,8,2017,9,2017-09-08
3122,Stellan_Skarsgård,274278,10,2017,9,2017-09-10
3123,China,273713,12,2017,9,2017-09-12
3124,Tropical_cyclone,273428,7,2017,9,2017-09-07
3125,Big_Little_Lies_(miniseries),273218,18,2017,9,2017-09-18
3126,David_Letterman,270440,6,2017,9,2017-09-06
3127,2018_FIFA_World_Cup,270214,5,2017,9,2017-09-05
3128,Pirates_of_the_Caribbean_(film_series),268383,10,2017,9,2017-09-10
3129,Millennials,268138,26,2017,9,2017-09-26
3130,Baby_Driver,265664,16,2017,9,2017-09-16
3131,Jennifer_Lawrence,264502,15,2017,9,2017-09-15
3132,World_War_I,264238,26,2017,9,2017-09-26
3133,Puyi,263755,9,2017,9,2017-09-09
3134,American_Made_(film),262466,29,2017,9,2017-09-29
3135,Steve_Jobs,261957,12,2017,9,2017-09-12
3136,The_Deuce_(TV_series),261419,11,2017,9,2017-09-11
3137,Adolf_Hitler,260049,27,2017,9,2017-09-27
3138,Canada,259385,6,2017,9,2017-09-06
3139,Schizophrenia,256938,17,2017,9,2017-09-17
3140,2017_US_Open_(tennis),256627,5,2017,9,2017-09-05
3141,Destiny_2,256210,6,2017,9,2017-09-06
3142,Standard_deviation,255723,19,2017,9,2017-09-19
3143,Hurricane_Wilma,252498,6,2017,9,2017-09-06
3144,Hurricane_Sandy,252245,6,2017,9,2017-09-06
3145,Rafael_Nadal,252069,11,2017,9,2017-09-11
3146,Rosh_Hashanah,251598,20,2017,9,2017-09-20
3147,Singapore,251029,13,2017,9,2017-09-13
3148,Forum_spam,250048,24,2017,9,2017-09-24
3149,Stranger_Things,249247,18,2017,9,2017-09-18
3150,Backmasking,246390,27,2017,9,2017-09-27
3151,Gmail,245539,18,2017,9,2017-09-18
3152,List_of_HTTP_status_codes,244631,23,2017,9,2017-09-23
3153,Australia,244392,26,2017,9,2017-09-26
3154,Outlander_(TV_series),243407,11,2017,9,2017-09-11
3155,Andalusia,243058,3,2017,9,2017-09-03
3156,Germany,242181,25,2017,9,2017-09-25
3157,Korean_War,241610,25,2017,9,2017-09-25
3158,Blockchain,241071,25,2017,9,2017-09-25
3159,List_of_Dragon_Ball_Super_episodes,240881,10,2017,9,2017-09-10
3160,Jaeden_Lieberher,238557,11,2017,9,2017-09-11
3161,Cristiano_Ronaldo,238221,27,2017,9,2017-09-27
3162,John_von_Neumann,238048,29,2017,9,2017-09-29
3163,Introspection_Rundown,237505,4,2017,9,2017-09-04
3164,Cassini–Huygens,237382,15,2017,9,2017-09-15
3165,Sloane_Stephens,237007,8,2017,9,2017-09-08
3166,Dunkirk_(2017_film),236292,4,2017,9,2017-09-04
3167,Barack_Obama,235421,27,2017,9,2017-09-27
3168,Periodic_table,235414,5,2017,9,2017-09-05
3169,Walter_Becker,235366,3,2017,9,2017-09-03
3170,Syrian_Civil_War,234619,5,2017,9,2017-09-05
3171,Japan,232627,14,2017,9,2017-09-14
3172,Dwayne_Johnson,232079,4,2017,9,2017-09-04
3173,2017_US_Open_–_Men's_Singles,231864,1,2017,9,2017-09-01
3174,Autonomous_communities_of_Spain,231249,3,2017,9,2017-09-03
3175,This_Is_Us_(TV_series),230700,27,2017,9,2017-09-27
3176,Suits_(TV_series),230605,14,2017,9,2017-09-14
3177,Dua_Lipa,229810,4,2017,9,2017-09-04
3178,The_Big_Bang_Theory,229308,26,2017,9,2017-09-26
3179,Queen_(band),228721,6,2017,9,2017-09-06
3180,Aung_San_Suu_Kyi,225486,19,2017,9,2017-09-19
3181,The_Handmaid's_Tale,223713,18,2017,9,2017-09-18
3182,Logical_conjunction,222166,21,2017,9,2017-09-21
3183,RSS,222135,6,2017,9,2017-09-06
3184,List_of_Knowing_Bros_episodes,221165,24,2017,9,2017-09-24
3185,Alice_Cooper,220465,16,2017,9,2017-09-16
3186,Misery_(novel),220157,15,2017,9,2017-09-15
3187,Albert_Einstein,219875,19,2017,9,2017-09-19
3188,Emilia_Clarke,218638,1,2017,9,2017-09-01
3189,Russia,218359,26,2017,9,2017-09-26
3190,Ted_Kaczynski,216048,1,2017,9,2017-09-01
3191,List_of_UFC_events,215748,17,2017,9,2017-09-17
3192,Mahatma_Gandhi,215551,27,2017,9,2017-09-27
3193,2017–18_UEFA_Champions_League,215440,13,2017,9,2017-09-13
3194,New_York_City,215387,18,2017,9,2017-09-18
3195,XXXTentacion,214791,8,2017,9,2017-09-08
3196,Kit_Harington,214625,27,2017,9,2017-09-27
3197,Everest_(cigarette),214318,6,2017,9,2017-09-06
3198,Android_(operating_system),213915,23,2017,9,2017-09-23
3199,Death_Note_(2017_film),213788,1,2017,9,2017-09-01
3200,Floyd_Mayweather_Jr.,213497,1,2017,9,2017-09-01
3201,Nationalities_and_regions_of_Spain,212571,3,2017,9,2017-09-03
3202,Operation_Yellow_Ribbon,212022,12,2017,9,2017-09-12
3203,BoJack_Horseman,211453,9,2017,9,2017-09-09
3204,Westworld_(TV_series),210924,18,2017,9,2017-09-18
3205,Catalonia,210789,30,2017,9,2017-09-30
3206,"Diana,_Princess_of_Wales",210674,1,2017,9,2017-09-01
3207,Nationalisms_and_regionalisms_of_Spain,210467,3,2017,9,2017-09-03
3208,The_Walking_Dead_(TV_series),210447,11,2017,9,2017-09-11
3209,Black_mamba,209761,27,2017,9,2017-09-27
3210,Star_Wars:_The_Last_Jedi,209643,12,2017,9,2017-09-12
3211,Ben_Shapiro,209299,15,2017,9,2017-09-15
3212,Michael_Jackson,208887,5,2017,9,2017-09-05
3213,Gauri_Lankesh,207438,6,2017,9,2017-09-06
3214,Nikola_Tesla,207007,13,2017,9,2017-09-13
3215,China_Netcom,206946,7,2017,9,2017-09-07
3216,The_Good_Place,206336,21,2017,9,2017-09-21
3217,Lionel_Messi,205881,20,2017,9,2017-09-20
3218,Alternative_for_Germany,205789,25,2017,9,2017-09-25
3219,Template:Pornography,205225,11,2017,9,2017-09-11
3220,Conor_McGregor,203617,1,2017,9,2017-09-01
3221,Barry_Seal,202500,29,2017,9,2017-09-29
3222,Antifa_(United_States),202146,1,2017,9,2017-09-01
3223,"Yreka,_California",202104,14,2017,9,2017-09-14
3224,BTS_(band),201630,18,2017,9,2017-09-18
3225,Travis_Scott,201588,23,2017,9,2017-09-23
3226,Sophia_Lillis,201449,11,2017,9,2017-09-11
3227,Labor_Day,201354,4,2017,9,2017-09-04
3228,Billie_Jean_King,200899,21,2017,9,2017-09-21
3229,Donald_Glover,200703,18,2017,9,2017-09-18
3230,Black_Mirror,200311,18,2017,9,2017-09-18
3231,Jim_Carrey,200011,11,2017,9,2017-09-11
3232,Apple_Inc.,199730,12,2017,9,2017-09-12
3233,Big_Brother_19_(U.S.),199082,21,2017,9,2017-09-21
3234,2018_FIFA_World_Cup_qualification_(CONMEBOL),198257,6,2017,9,2017-09-06
3235,Alicia_Vikander,197700,20,2017,9,2017-09-20
3236,American_Assassin,197504,15,2017,9,2017-09-15
3237,Freddie_Mercury,197395,6,2017,9,2017-09-06
3238,UFC_Fight_Night:_Rockhold_vs._Branch,197011,17,2017,9,2017-09-17
3239,Outlook.com,196986,13,2017,9,2017-09-13
3240,Natural_nuclear_fission_reactor,196806,29,2017,9,2017-09-29
3241,Pedro_Pascal,196458,25,2017,9,2017-09-25
3242,Hurricane_Matthew,196218,6,2017,9,2017-09-06
3243,Rose_Leslie,195304,27,2017,9,2017-09-27
3244,Bill_Gates,194920,21,2017,9,2017-09-21
3245,Alien:_Covenant,194771,8,2017,9,2017-09-08
3246,Dancing_with_the_Stars_(U.S._season_25),194519,19,2017,9,2017-09-19
3247,Islamic_State_of_Iraq_and_the_Levant,194361,5,2017,9,2017-09-05
3248,Angela_Merkel,193258,25,2017,9,2017-09-25
3249,Annabelle:_Creation,192890,16,2017,9,2017-09-16
3250,Android_version_history,192626,13,2017,9,2017-09-13
3251,Eminem,192557,8,2017,9,2017-09-08
3252,Roger_Federer,192449,11,2017,9,2017-09-11
3253,A_Song_of_Ice_and_Fire,192018,1,2017,9,2017-09-01
3254,Lady_Gaga,191933,25,2017,9,2017-09-25
3255,Look_What_You_Made_Me_Do,191886,3,2017,9,2017-09-03
3256,Star_Wars,191869,12,2017,9,2017-09-12
3257,South_Africa_and_weapons_of_mass_destruction,191510,5,2017,9,2017-09-05
3258,UFC_216,191112,29,2017,9,2017-09-29
3259,Steely_Dan,190734,4,2017,9,2017-09-04
3260,List_of_Presidents_of_the_United_States,190238,25,2017,9,2017-09-25
3261,Amazon.com,189264,7,2017,9,2017-09-07
3262,Mike_Tyson,188575,26,2017,9,2017-09-26
3263,List_of_Atlantic_hurricane_records,187873,6,2017,9,2017-09-06
3264,Battle_of_the_Sexes_(tennis),187758,21,2017,9,2017-09-21
3265,NATO_phonetic_alphabet,187490,11,2017,9,2017-09-11
3266,Tupac_Shakur,187401,13,2017,9,2017-09-13
3267,Elisabeth_Moss,186739,18,2017,9,2017-09-18
3268,Gal_Gadot,186368,27,2017,9,2017-09-27
3269,Simpsons_Already_Did_It,185854,3,2017,9,2017-09-03
3270,List_of_South_Park_episodes,184360,14,2017,9,2017-09-14
3271,Foo_Fighters,183678,21,2017,9,2017-09-21
3272,Vietnam,183206,29,2017,9,2017-09-29
3273,List_of_Marvel_Cinematic_Universe_films,182611,3,2017,9,2017-09-03
3274,The_Disaster_Artist_(film),182604,12,2017,9,2017-09-12
3275,Giorgio_by_Moroder,182389,25,2017,9,2017-09-25
3276,Lyle_and_Erik_Menendez,182283,27,2017,9,2017-09-27
3277,France,181333,12,2017,9,2017-09-12
3278,Rihanna,181039,21,2017,9,2017-09-21
3279,List_of_countries_by_life_expectancy,180833,26,2017,9,2017-09-26
3280,Hurricane_Jose_(2017),180007,19,2017,9,2017-09-19
3281,List_of_countries_by_GDP_(nominal),179605,19,2017,9,2017-09-19
3282,Riverdale_(2017_TV_series),179603,22,2017,9,2017-09-22
3283,Google_Maps,178963,19,2017,9,2017-09-19
3284,List_of_TCP_and_UDP_port_numbers,178897,20,2017,9,2017-09-20
3285,Twin_Peaks,178894,4,2017,9,2017-09-04
3286,Tom_Cruise,178609,6,2017,9,2017-09-06
3287,List_of_Major_League_Baseball_longest_winning_streaks,178520,13,2017,9,2017-09-13
3288,Papercut,178349,12,2017,9,2017-09-12
3289,Ozark_(TV_series),178118,5,2017,9,2017-09-05
3290,Eden_(2016_TV_series),177771,8,2017,9,2017-09-08
3291,XHamster,177470,17,2017,9,2017-09-17
3292,List_of_Black_Mirror_episodes,177127,18,2017,9,2017-09-18
3293,Guardians_of_the_Galaxy_Vol._2,176919,3,2017,9,2017-09-03
3294,William_Shakespeare,176765,18,2017,9,2017-09-18
3295,Leeward_Islands,176701,5,2017,9,2017-09-05
3296,Baqa'a_refugee_camp,176683,30,2017,9,2017-09-30
3297,Concerns_and_controversies_at_the_2008_Summer_Olympics,176651,21,2017,9,2017-09-21
3298,Al_Baqa,176526,30,2017,9,2017-09-30
3299,Mexico,176177,20,2017,9,2017-09-20
3300,Amalia_Hernández,176166,19,2017,9,2017-09-19
3301,"United_States_presidential_election,_2016",176107,14,2017,9,2017-09-14
3302,The_Mummy_(2017_film),176063,13,2017,9,2017-09-13
3303,Nibiru_cataclysm,176051,21,2017,9,2017-09-21
3304,Europe,175964,13,2017,9,2017-09-13
3305,Bobby_Pearce_(rower),175600,14,2017,9,2017-09-14
3306,Despacito,175399,6,2017,9,2017-09-06
3307,Normal_distribution,175225,26,2017,9,2017-09-26
3308,Crystal_Hefner,175009,28,2017,9,2017-09-28
3309,Christopher_Columbus,173340,28,2017,9,2017-09-28
3310,John_Lithgow,172660,30,2017,9,2017-09-30
3311,Preacher_(TV_series),172384,12,2017,9,2017-09-12
3312,Spain,172309,20,2017,9,2017-09-20
3313,The_Room_(film),172171,13,2017,9,2017-09-13
3314,J._Paul_Getty,170461,15,2017,9,2017-09-15
3315,List_of_United_States_cities_by_population,170382,7,2017,9,2017-09-07
3316,Netherlands,170288,12,2017,9,2017-09-12
3317,American_Civil_War,169975,26,2017,9,2017-09-26
3318,Chester_Bennington,169899,19,2017,9,2017-09-19
3319,"Kopperl,_Texas",169614,11,2017,9,2017-09-11
3320,Hell_in_a_Cell_(2017),169515,27,2017,9,2017-09-27
3321,Lena_Headey,168969,1,2017,9,2017-09-01
3322,London,168916,13,2017,9,2017-09-13
3323,2017_US_Open_–_Women's_Singles,168725,6,2017,9,2017-09-06
3324,John_F._Kennedy,168326,28,2017,9,2017-09-28
3325,Justice_League_(film),168308,22,2017,9,2017-09-22
3326,European_golden_plover,168141,3,2017,9,2017-09-03
3327,South_Korea,168131,25,2017,9,2017-09-25
3328,Taron_Egerton,168098,25,2017,9,2017-09-25
3329,The_Plant,167550,14,2017,9,2017-09-14
3330,Tommy_Wiseau,167325,13,2017,9,2017-09-13
3331,Montgomery_Gentry,166621,9,2017,9,2017-09-09
3332,Gustaf_Skarsgård,165802,13,2017,9,2017-09-13
3333,Nicaraguan_Sign_Language,165716,3,2017,9,2017-09-03
3334,Will_&_Grace,165485,29,2017,9,2017-09-29
3335,Philippines,165482,12,2017,9,2017-09-12
3336,Selena_Gomez,165469,14,2017,9,2017-09-14
3337,Generation_Z,164947,26,2017,9,2017-09-26
3338,Hunter_S._Thompson,163908,14,2017,9,2017-09-14
3339,Gotham_(TV_series),163731,22,2017,9,2017-09-22
3340,Dominica,163609,19,2017,9,2017-09-19
3341,Lake_Superior,163519,17,2017,9,2017-09-17
3342,Abraham_Lincoln,163470,27,2017,9,2017-09-27
3343,The_Beatles,163025,26,2017,9,2017-09-26
3344,Israel,162548,12,2017,9,2017-09-12
3345,Reputation_(Taylor_Swift_album),162371,3,2017,9,2017-09-03
3346,IPhone,162108,13,2017,9,2017-09-13
3347,Trial_of_Michael_Jackson,162064,7,2017,9,2017-09-07
3348,Winston_Churchill,161924,18,2017,9,2017-09-18
3349,The_Defenders_(miniseries),161506,1,2017,9,2017-09-01
3350,Flatliners_(2017_film),161350,29,2017,9,2017-09-29
3351,Mark_Zuckerberg,161260,22,2017,9,2017-09-22
3352,"Charles,_Prince_of_Wales",160940,4,2017,9,2017-09-04
3353,English_language,160921,14,2017,9,2017-09-14
3354,Artificial_intelligence,160321,5,2017,9,2017-09-05
3355,MacOS,160046,26,2017,9,2017-09-26
3356,Vikings_(TV_series),160015,13,2017,9,2017-09-13
3357,Florida,160005,10,2017,9,2017-09-10
3358,HTTP_cookie,159697,6,2017,9,2017-09-06
3359,Death_Note,159641,1,2017,9,2017-09-01
3360,Bobby_Heenan,159617,18,2017,9,2017-09-18
3361,Nirmala_Sitharaman,159437,4,2017,9,2017-09-04
3362,Switzerland,159277,12,2017,9,2017-09-12
3363,Baadshaho,159040,4,2017,9,2017-09-04
3364,Marvel_vs._Capcom:_Infinite,158479,19,2017,9,2017-09-19
3365,Kangana_Ranaut,157754,4,2017,9,2017-09-04
3366,Ed_Sheeran,157692,25,2017,9,2017-09-25
3367,Madison_Keys,157519,8,2017,9,2017-09-08
3368,Thor:_Ragnarok,157181,8,2017,9,2017-09-08
3369,The_Hitman's_Bodyguard,156569,4,2017,9,2017-09-04
3370,The_Expanse_(TV_series),155924,11,2017,9,2017-09-11
3371,Nikko_Jenkins,155884,3,2017,9,2017-09-03
3372,Joseph_Stalin,155730,14,2017,9,2017-09-14
3373,List_of_Steven_Universe_episodes,155254,1,2017,9,2017-09-01
3374,Hong_Kong,154851,20,2017,9,2017-09-20
3375,United_States_Declaration_of_Independence,154842,26,2017,9,2017-09-26
3376,John_Paul_Getty_III,154801,15,2017,9,2017-09-15
3377,John_Cornforth,154780,7,2017,9,2017-09-07
3378,The_Pirate_Bay,154753,25,2017,9,2017-09-25
3379,Harry_Potter,154529,1,2017,9,2017-09-01
3380,Leonardo_da_Vinci,154335,29,2017,9,2017-09-29
3381,Indonesia,154049,4,2017,9,2017-09-04
3382,Greek_alphabet,153996,25,2017,9,2017-09-25
3383,Gerald's_Game,153659,7,2017,9,2017-09-07
3384,Manchester_United_F.C.,153460,1,2017,9,2017-09-01
3385,Sweden,153356,12,2017,9,2017-09-12
3386,Avengers:_Infinity_War,153355,5,2017,9,2017-09-05
3387,Lucifer_(TV_series),153148,18,2017,9,2017-09-18
3388,Annihilation_(VanderMeer_novel),152988,27,2017,9,2017-09-27
3389,Jake_LaMotta,152880,20,2017,9,2017-09-20
3390,Chelsea_F.C.,152148,1,2017,9,2017-09-01
3391,Seth_MacFarlane,151988,11,2017,9,2017-09-11
3392,The_Sinner_(TV_series),151848,21,2017,9,2017-09-21
3393,List_of_the_most_intense_tropical_cyclones,151777,6,2017,9,2017-09-06
3394,The_Strain_(TV_series),151711,18,2017,9,2017-09-18
3395,New_Zealand,151356,25,2017,9,2017-09-25
3396,Roy_Moore,151260,27,2017,9,2017-09-27
3397,Python_(programming_language),151112,12,2017,9,2017-09-12
3398,Christie_Hefner,151066,28,2017,9,2017-09-28
3399,Marvel_Cinematic_Universe,151020,5,2017,9,2017-09-05
3400,Social_class_in_the_United_States,150443,27,2017,9,2017-09-27
3401,Kylie_Jenner,150253,23,2017,9,2017-09-23
3402,Soviet_Union,149994,19,2017,9,2017-09-19
3403,Marilyn_Manson,149774,22,2017,9,2017-09-22
3404,Chess_World_Cup_2017,149657,11,2017,9,2017-09-11
3405,Marilyn_Monroe,149213,29,2017,9,2017-09-29
3406,Muhammad_Ali,149153,1,2017,9,2017-09-01
3407,Wind_River_(film),149123,3,2017,9,2017-09-03
3408,Alejandro_Villanueva_(American_football),149016,25,2017,9,2017-09-25
3409,Burning_Man,148454,4,2017,9,2017-09-04
3410,MasterChef_(U.S._season_8),148330,14,2017,9,2017-09-14
3411,Pornhub,148274,2,2017,9,2017-09-02
3412,Post_Malone,148228,26,2017,9,2017-09-26
3413,Isaac_Newton,148003,18,2017,9,2017-09-18
3414,California,147853,6,2017,9,2017-09-06
3415,Teen_Wolf_(season_6),147504,25,2017,9,2017-09-25
3416,European_Union,147481,12,2017,9,2017-09-12
3417,Atlantic_hurricane_season,147215,7,2017,9,2017-09-07
3418,American_Vandal,147153,17,2017,9,2017-09-17
3419,The_Punisher_(TV_series),146907,21,2017,9,2017-09-21
3420,Elizabeth_I_of_England,146333,7,2017,9,2017-09-07
3421,The_Good_Doctor_(TV_series),146324,26,2017,9,2017-09-26
3422,Martin_Shkreli,146278,14,2017,9,2017-09-14
3423,Pakistan,146223,12,2017,9,2017-09-12
3424,America's_Got_Talent,146031,21,2017,9,2017-09-21
3425,The_Shape_of_Water_(film),145575,14,2017,9,2017-09-14
3426,List_of_Suits_episodes,145528,14,2017,9,2017-09-14
3427,Frank_Vincent,145028,14,2017,9,2017-09-14
3428,List_of_Naruto:_Shippuden_episodes,144619,10,2017,9,2017-09-10
3429,United_Nations,144301,19,2017,9,2017-09-19
3430,Brazil,144125,4,2017,9,2017-09-04
3431,Alexander_Hamilton,144026,27,2017,9,2017-09-27
3432,PlayerUnknown's_Battlegrounds,143946,18,2017,9,2017-09-18
3433,South_Africa,143643,12,2017,9,2017-09-12
3434,Jeff_Bezos,143448,7,2017,9,2017-09-07
3435,Serena_Williams,143377,13,2017,9,2017-09-13
3436,Finn_Wolfhard,143293,11,2017,9,2017-09-11
3437,Elvis_Presley,143165,21,2017,9,2017-09-21
3438,Italy,143078,13,2017,9,2017-09-13
3439,Cities_and_towns_during_the_Syrian_Civil_War,143071,22,2017,9,2017-09-22
