,article_name,monthly_viewcount,day,year,month,peak_date
7571,Google_Maps,129934,28,2017,12,2017-12-28
7572,Vasyl_Lomachenko,129881,10,2017,12,2017-12-10
7573,Mark_Zuckerberg,129536,5,2017,12,2017-12-05
7574,Star_Wars_Rebels,129496,18,2017,12,2017-12-18
7575,HTTP_cookie,129349,7,2017,12,2017-12-07
7576,A_Christmas_Story,129290,25,2017,12,2017-12-25
7577,Poland,129241,11,2017,12,2017-12-11
7578,Jennifer_Kendal,129023,5,2017,12,2017-12-05
7579,"Mansoura,_Egypt",128878,7,2017,12,2017-12-07
7580,Nintendo_Switch,128872,12,2017,12,2017-12-12
7581,Android_(operating_system),128792,21,2017,12,2017-12-21
7582,Digital_rights_management,128765,14,2017,12,2017-12-14
7583,Bitcoin_Cash,128700,20,2017,12,2017-12-20
7584,The_Ranch_(TV_series),128442,5,2017,12,2017-12-05
7585,Saudi_Arabia,128436,5,2017,12,2017-12-05
7586,Alabama,128419,13,2017,12,2017-12-13
7587,XXXTentacion,128294,16,2017,12,2017-12-16
7588,Milo_Yiannopoulos,128193,5,2017,12,2017-12-05
7589,Rihanna,128179,20,2017,12,2017-12-20
7590,American_Made_(film),128031,5,2017,12,2017-12-05
7591,Martin_Luther_King_Jr.,127927,13,2017,12,2017-12-13
7592,List_of_home_computers_by_video_hardware,127856,11,2017,12,2017-12-11
7593,Richard_Nixon,127854,5,2017,12,2017-12-05
7594,Hailee_Steinfeld,127748,11,2017,12,2017-12-11
7595,"Mansura,_Hama",127730,7,2017,12,2017-12-07
7596,Mexico,127714,13,2017,12,2017-12-13
7597,Kate_Mara,127658,1,2017,12,2017-12-01
7598,Tom_Brady,127654,18,2017,12,2017-12-18
7599,Ed_Lee_(politician),127471,12,2017,12,2017-12-12
7600,Saint_Petersburg,127462,24,2017,12,2017-12-24
7601,Caganer,127364,15,2017,12,2017-12-15
7602,Edmund_Kemper,126769,12,2017,12,2017-12-12
7603,List_of_Star_Wars_Rebels_episodes,126713,18,2017,12,2017-12-18
7604,Jackie_Chan,126646,17,2017,12,2017-12-17
7605,Isaac_Newton,126181,11,2017,12,2017-12-11
7606,Arnold_Schwarzenegger,125854,12,2017,12,2017-12-12
7607,Grey's_Anatomy,125829,1,2017,12,2017-12-01
7608,Quentin_Tarantino,125811,8,2017,12,2017-12-08
7609,United_Nations,125788,11,2017,12,2017-12-11
7610,"Mary,_Queen_of_Scots",125656,8,2017,12,2017-12-08
7611,The_Killing_of_a_Sacred_Deer,125592,13,2017,12,2017-12-13
7612,Mamma_Mia!_Here_We_Go_Again,125586,21,2017,12,2017-12-21
7613,13_Reasons_Why,125092,12,2017,12,2017-12-12
7614,"Gujarat_Legislative_Assembly_election,_2017",125055,18,2017,12,2017-12-18
7615,List_of_Gotham_episodes,124820,8,2017,12,2017-12-08
7616,Julius_Caesar,124733,8,2017,12,2017-12-08
7617,The_Disaster_Artist,124613,1,2017,12,2017-12-01
7618,Internet_of_things,124562,6,2017,12,2017-12-06
7619,Manchester_United_F.C.,124560,10,2017,12,2017-12-10
7620,Norway,124487,6,2017,12,2017-12-06
7621,Python_(programming_language),124446,5,2017,12,2017-12-05
7622,September_11_attacks,124403,11,2017,12,2017-12-11
7623,England,124222,18,2017,12,2017-12-18
7624,Sherlock_(TV_series),123966,29,2017,12,2017-12-29
7625,ISO_8601,123801,8,2017,12,2017-12-08
7626,Mumbai,123653,24,2017,12,2017-12-24
7627,Internet,123533,14,2017,12,2017-12-14
7628,Dunkirk_evacuation,123420,28,2017,12,2017-12-28
7629,Egypt,123418,2,2017,12,2017-12-02
7630,Noomi_Rapace,123358,23,2017,12,2017-12-23
7631,Malta,123210,4,2017,12,2017-12-04
7632,Vietnam,123166,18,2017,12,2017-12-18
7633,Christopher_Nolan,123035,6,2017,12,2017-12-06
7634,Mary_of_Teck,122989,11,2017,12,2017-12-11
7635,Pink_Floyd,122821,6,2017,12,2017-12-06
7636,Cillian_Murphy,122795,21,2017,12,2017-12-21
7637,George_Weah,122752,29,2017,12,2017-12-29
7638,Lua_Blanco,122744,23,2017,12,2017-12-23
7639,Amazon_(company),122487,5,2017,12,2017-12-05
7640,General_Data_Protection_Regulation,122471,5,2017,12,2017-12-05
7641,RMS_Titanic,122072,4,2017,12,2017-12-04
7642,Europe,121720,17,2017,12,2017-12-17
7643,List_of_Hallmark_Channel_Original_Movies,121720,3,2017,12,2017-12-03
7644,Angry_Grandpa,121427,11,2017,12,2017-12-11
7645,Myanmar,121407,15,2017,12,2017-12-15
7646,List_of_WWE_personnel,121249,19,2017,12,2017-12-19
7647,Ballon_d'Or,121195,8,2017,12,2017-12-08
7648,Kendrick_Lamar,120678,12,2017,12,2017-12-12
7649,Baby_Driver,120574,11,2017,12,2017-12-11
7650,Carol_Burnett,120445,4,2017,12,2017-12-04
7651,Zodiac_Killer,120364,11,2017,12,2017-12-11
7652,Jigsaw_(Marvel_Comics),120304,4,2017,12,2017-12-04
7653,Matt_Damon,120192,12,2017,12,2017-12-12
7654,Survivor:_Heroes_vs._Healers_vs._Hustlers,120111,21,2017,12,2017-12-21
7655,Robert_Urich,120098,26,2017,12,2017-12-26
7656,List_of_Adventure_Time_episodes,120068,18,2017,12,2017-12-18
7657,Tom_Cruise,119935,18,2017,12,2017-12-18
7658,Friends,119802,4,2017,12,2017-12-04
7659,Succession_to_the_British_throne,119791,1,2017,12,2017-12-01
7660,Bryce_Dallas_Howard,119759,8,2017,12,2017-12-08
7661,Clint_Eastwood,119710,18,2017,12,2017-12-18
7662,Heather_Menzies,119628,26,2017,12,2017-12-26
7663,Sandy_Hook_Elementary_School_shooting,119369,14,2017,12,2017-12-14
7664,Karan_Kapoor,119195,5,2017,12,2017-12-05
7665,Venom_(2018_film),119178,7,2017,12,2017-12-07
7666,Paul_McCartney,119142,30,2017,12,2017-12-30
7667,President_of_the_United_States,119061,1,2017,12,2017-12-01
7668,Peaky_Blinders,118876,21,2017,12,2017-12-21
7669,Keanu_Reeves,118165,7,2017,12,2017-12-07
7670,International_Standard_Book_Number,118082,15,2017,12,2017-12-15
7671,Yule,118014,21,2017,12,2017-12-21
7672,Palestine,117979,7,2017,12,2017-12-07
7673,Gary_Oldman,117790,31,2017,12,2017-12-31
7674,Josef_Fares,117765,8,2017,12,2017-12-08
7675,"Catherine,_Duchess_of_Cambridge",117658,1,2017,12,2017-12-01
7676,Matt_Smith_(actor),117480,11,2017,12,2017-12-11
7677,White_elephant_gift_exchange,117442,7,2017,12,2017-12-07
7678,2017_UK_Championship,117330,8,2017,12,2017-12-08
7679,Intensive_farming,117321,9,2017,12,2017-12-09
7680,Bruno_Mars,117190,1,2017,12,2017-12-01
7681,Alden_Ehrenreich,116855,18,2017,12,2017-12-18
7682,Avatar_(2009_film),116428,14,2017,12,2017-12-14
7683,Funafuti,116365,24,2017,12,2017-12-24
7684,The_Good_Place,116281,5,2017,12,2017-12-05
7685,Bigg_Boss_11,116280,18,2017,12,2017-12-18
7686,Justin_Bieber,116180,11,2017,12,2017-12-11
7687,Winona_Ryder,115776,4,2017,12,2017-12-04
7688,Emilia_Clarke,115605,18,2017,12,2017-12-18
7689,Kate_Winslet,115388,1,2017,12,2017-12-01
7690,Henry_VIII_of_England,115345,11,2017,12,2017-12-11
7691,Stipe_Miocic,115290,14,2017,12,2017-12-14
7692,Pink_(singer),115169,3,2017,12,2017-12-03
7693,Emma_Watson,115147,30,2017,12,2017-12-30
7694,Generation_X,115124,20,2017,12,2017-12-20
7695,Beauty_and_the_Beast_(2017_film),115036,25,2017,12,2017-12-25
7696,Guardians_of_the_Galaxy_(film),115004,21,2017,12,2017-12-21
7697,"Washington,_D.C.",114954,19,2017,12,2017-12-19
7698,Warren_Buffett,114942,4,2017,12,2017-12-04
7699,I'm_Not_a_Robot,114852,28,2017,12,2017-12-28
7700,U2,114790,3,2017,12,2017-12-03
7701,Sicario_(2015_film),114692,20,2017,12,2017-12-20
7702,Liverpool_F.C.,114448,28,2017,12,2017-12-28
7703,Mila_Kunis,114442,5,2017,12,2017-12-05
7704,Malaysia,114434,13,2017,12,2017-12-13
7705,Denmark,114406,27,2017,12,2017-12-27
7706,Vincent_van_Gogh,114392,4,2017,12,2017-12-04
7707,Logan_Lucky,114378,3,2017,12,2017-12-03
7708,AC/DC,114367,1,2017,12,2017-12-01
7709,Cold_War,114328,12,2017,12,2017-12-12
7710,The_Avengers_(2012_film),114100,1,2017,12,2017-12-01
7711,Andy_Serkis,114076,18,2017,12,2017-12-18
7712,Instagram,114033,27,2017,12,2017-12-27
7713,ʻOumuamua,113972,12,2017,12,2017-12-12
7714,Los_Angeles,113959,7,2017,12,2017-12-07
7715,Anatolia,113863,5,2017,12,2017-12-05
7716,Marilyn_Monroe,113727,27,2017,12,2017-12-27
7717,Angelina_Jolie,113720,11,2017,12,2017-12-11
7718,Khabib_Nurmagomedov,113691,31,2017,12,2017-12-31
7719,Auld_Lang_Syne,113564,31,2017,12,2017-12-31
7720,Supernatural_(season_13),113505,8,2017,12,2017-12-08
7721,Jacqueline_Kennedy_Onassis,113040,10,2017,12,2017-12-10
7722,HDMI,112795,29,2017,12,2017-12-29
7723,Ben_Shapiro,112762,7,2017,12,2017-12-07
7724,Supernatural_(U.S._TV_series),112756,8,2017,12,2017-12-08
7725,Jessica_Chastain,112543,26,2017,12,2017-12-26
7726,Black_(TV_series),112471,4,2017,12,2017-12-04
7727,Roman_Empire,112436,13,2017,12,2017-12-13
7728,Kunal_Kapoor_(actor),112433,5,2017,12,2017-12-05
7729,Jon_Bernthal,112345,4,2017,12,2017-12-04
7730,Princess_Michael_of_Kent,112215,23,2017,12,2017-12-23
7731,Greta_Gerwig,111975,4,2017,12,2017-12-04
7732,Breaking_Bad,111849,11,2017,12,2017-12-11
7733,House_of_Cards_(U.S._TV_series),111785,5,2017,12,2017-12-05
7734,Romania,111592,6,2017,12,2017-12-06
7735,Bob_Dylan,111529,4,2017,12,2017-12-04
7736,Bruce_Lee,111484,11,2017,12,2017-12-11
7737,Tiffany_Haddish,111273,5,2017,12,2017-12-05
7738,Bill_Clinton,111268,12,2017,12,2017-12-12
7739,Muhammad,111255,1,2017,12,2017-12-01
7740,Jake_Paul,111095,11,2017,12,2017-12-11
7741,Watergate_scandal,111040,5,2017,12,2017-12-05
7742,Die_Hard,111031,23,2017,12,2017-12-23
7743,Meryl_Streep,111014,21,2017,12,2017-12-21
7744,Sarah_Huckabee_Sanders,111008,12,2017,12,2017-12-12
7745,Nazi_Germany,110892,6,2017,12,2017-12-06
7746,MacOS,110835,28,2017,12,2017-12-28
7747,Find_My_iPhone,110603,17,2017,12,2017-12-17
7748,The_Big_Sick,110593,11,2017,12,2017-12-11
7749,The_Holocaust,110557,4,2017,12,2017-12-04
7750,Profumo_affair,110362,6,2017,12,2017-12-06
7751,Game_of_Thrones_(season_7),110352,18,2017,12,2017-12-18
7752,Star_Wars:_Episode_II_–_Attack_of_the_Clones,110309,18,2017,12,2017-12-18
7753,Ragnar_Lodbrok,110179,28,2017,12,2017-12-28
7754,The_Simpsons,109894,14,2017,12,2017-12-14
7755,Linkin_Park,109881,6,2017,12,2017-12-06
7756,Thomas_Jefferson,109663,5,2017,12,2017-12-05
7757,Thailand,109504,20,2017,12,2017-12-20
7758,XXX_(franchise),109185,26,2017,12,2017-12-26
7759,Lady_Gaga,109046,20,2017,12,2017-12-20
7760,Sun,108879,18,2017,12,2017-12-18
7761,U.S._state,108751,6,2017,12,2017-12-06
7762,Cara_Delevingne,108720,3,2017,12,2017-12-03
7763,Mark_Wahlberg,108428,21,2017,12,2017-12-21
7764,Czech_Republic,108378,7,2017,12,2017-12-07
7765,South_Park_(season_21),108375,7,2017,12,2017-12-07
7766,Josh_Brolin,108093,1,2017,12,2017-12-01
7767,Woody_Allen,108013,8,2017,12,2017-12-08
7768,Dark_matter,107921,20,2017,12,2017-12-20
7769,Sarah_Paulson,107850,8,2017,12,2017-12-08
7770,FC_Barcelona,107803,23,2017,12,2017-12-23
7771,The_Man_in_the_High_Castle_(TV_series),107798,4,2017,12,2017-12-04
7772,Captain_America:_Civil_War,107764,1,2017,12,2017-12-01
7773,Once_Upon_a_Time_(TV_series),107746,9,2017,12,2017-12-09
7774,Jennifer_Aniston,107696,29,2017,12,2017-12-29
7775,Hacksaw_Ridge,107582,3,2017,12,2017-12-03
7776,"Anne,_Queen_of_Great_Britain",107464,11,2017,12,2017-12-11
7777,Punisher,107420,4,2017,12,2017-12-04
7778,Dating,107262,22,2017,12,2017-12-22
7779,Real_Madrid_C.F.,107178,23,2017,12,2017-12-23
7780,Theodore_Roosevelt,107024,5,2017,12,2017-12-05
7781,Tel_Aviv,106826,6,2017,12,2017-12-06
7782,List_of_countries_by_GDP_(PPP)_per_capita,106601,4,2017,12,2017-12-04
7783,Logan_Paul,106554,21,2017,12,2017-12-21
7784,Cris_Cyborg,106445,31,2017,12,2017-12-31
7785,Charlize_Theron,106432,6,2017,12,2017-12-06
7786,Austria,106328,18,2017,12,2017-12-18
7787,Michelle_Williams_(actress),106231,27,2017,12,2017-12-27
7788,Ireland,106194,4,2017,12,2017-12-04
7789,Israeli–Palestinian_conflict,106187,7,2017,12,2017-12-07
7790,The_Godfather,106114,27,2017,12,2017-12-27
7791,South_Park,106103,21,2017,12,2017-12-21
7792,Sanjana_Kapoor,106076,5,2017,12,2017-12-05
7793,Paris,106034,10,2017,12,2017-12-10
7794,Nanking_Massacre,106014,13,2017,12,2017-12-13
7795,Xenoblade_Chronicles_2,105865,1,2017,12,2017-12-01
7796,Dragon_Ball_Super,105831,31,2017,12,2017-12-31
7797,Sally_Hawkins,105688,11,2017,12,2017-12-11
7798,Rachel_Brosnahan,105683,11,2017,12,2017-12-11
7799,The_Handmaid's_Tale,105658,11,2017,12,2017-12-11
7800,The_Game_Awards_2017,105509,8,2017,12,2017-12-08
7801,George_H._W._Bush,105404,4,2017,12,2017-12-04
7802,Gwen_Stefani,105359,13,2017,12,2017-12-13
7803,Kanye_West,105294,6,2017,12,2017-12-06
7804,Jimmy_Garoppolo,105261,18,2017,12,2017-12-18
7805,Rupert_Murdoch,105244,14,2017,12,2017-12-14
7806,Suicide_Squad_(film),105236,4,2017,12,2017-12-04
7807,Order_of_the_British_Empire,105128,30,2017,12,2017-12-30
7808,Time_Person_of_the_Year,105123,6,2017,12,2017-12-06
7809,Lily_James,105100,21,2017,12,2017-12-21
7810,Rose_Marie,105058,29,2017,12,2017-12-29
7811,Manhunt:_Unabomber,104970,13,2017,12,2017-12-13
7812,Batman_v_Superman:_Dawn_of_Justice,104891,3,2017,12,2017-12-03
7813,Karl_Marx,104875,11,2017,12,2017-12-11
7814,Seven_deadly_sins,104744,4,2017,12,2017-12-04
7815,Chester_Bennington,104736,6,2017,12,2017-12-06
7816,"Sarah,_Duchess_of_York",104683,28,2017,12,2017-12-28
7817,Led_Zeppelin,104608,20,2017,12,2017-12-20
7818,Ku_Klux_Klan,104543,13,2017,12,2017-12-13
7819,Balthazar_Getty,104445,26,2017,12,2017-12-26
7820,Christmas_truce,104438,24,2017,12,2017-12-24
7821,Eurovision_Song_Contest_2018,104437,24,2017,12,2017-12-24
7822,Steve_Bannon,104393,6,2017,12,2017-12-06
7823,R_(programming_language),104364,28,2017,12,2017-12-28
7824,List_of_Outlander_episodes,104309,11,2017,12,2017-12-11
7825,Madonna_(entertainer),104287,8,2017,12,2017-12-08
7826,Ariana_Grande,104017,5,2017,12,2017-12-05
7827,Akshay_Kumar,104004,3,2017,12,2017-12-03
7828,Seth_MacFarlane,103963,8,2017,12,2017-12-08
7829,Transport_Layer_Security,103888,19,2017,12,2017-12-19
7830,Buddhism,103861,13,2017,12,2017-12-13
7831,Agile_software_development,103814,5,2017,12,2017-12-05
7832,Edward_Snowden,103763,4,2017,12,2017-12-04
7833,Monster_Hunter:_World,103688,9,2017,12,2017-12-09
7834,Wonders_of_the_World,103616,4,2017,12,2017-12-04
7835,Atomic_Blonde,103609,3,2017,12,2017-12-03
7836,Moab,103594,7,2017,12,2017-12-07
7837,Ludwig_van_Beethoven,103511,8,2017,12,2017-12-08
7838,Kapoor_family,103499,5,2017,12,2017-12-05
7839,Deadpool_2,103486,15,2017,12,2017-12-15
7840,Ben_Affleck,103479,8,2017,12,2017-12-08
7841,Jakarta,103437,24,2017,12,2017-12-24
7842,Dirk_Gently's_Holistic_Detective_Agency_(TV_series),103407,17,2017,12,2017-12-17
7843,Turkic_languages,103392,7,2017,12,2017-12-07
7844,Split_(2016_American_film),103362,4,2017,12,2017-12-04
7845,Your_Name,103272,18,2017,12,2017-12-18
7846,Email,103254,5,2017,12,2017-12-05
7847,The_Ancient_Magus'_Bride,103158,3,2017,12,2017-12-03
7848,Halszkaraptor,103126,8,2017,12,2017-12-08
7849,Harry_Kane,103042,26,2017,12,2017-12-26
7850,List_of_Intel_microprocessors,102768,11,2017,12,2017-12-11
7851,Fascism,102763,8,2017,12,2017-12-08
7852,List_of_films_considered_the_worst,102759,12,2017,12,2017-12-12
7853,Gianni_Versace,102596,28,2017,12,2017-12-28
7854,Despacito,102552,7,2017,12,2017-12-07
7855,Hayden_Christensen,102544,17,2017,12,2017-12-17
7856,Ukraine,102524,13,2017,12,2017-12-13
7857,Princess_Leia,102479,18,2017,12,2017-12-18
7858,Ten_Commandments,102381,13,2017,12,2017-12-13
7859,Julie_Andrews,102360,26,2017,12,2017-12-26
7860,Microsoft,102354,12,2017,12,2017-12-12
7861,Princess_Beatrice_of_York,102345,28,2017,12,2017-12-28
7862,Iraqi_Civil_War_(2014–present),102339,11,2017,12,2017-12-11
7863,Brad_Pitt,102306,18,2017,12,2017-12-18
7864,Muhammad_Ali,102258,11,2017,12,2017-12-11
7865,Salman_Khan,102192,27,2017,12,2017-12-27
7866,2017_Washington_train_derailment,102117,19,2017,12,2017-12-19
7867,Zac_Efron,102057,31,2017,12,2017-12-31
7868,Taj_Mahal,102039,11,2017,12,2017-12-11
7869,Sam_Smith_(singer),101921,3,2017,12,2017-12-03
7870,Cryptography,101667,7,2017,12,2017-12-07
7871,Fukrey_Returns,101662,11,2017,12,2017-12-11
7872,List_of_James_Bond_films,101657,29,2017,12,2017-12-29
7873,The_100_(TV_series),101652,18,2017,12,2017-12-18
7874,Narcos,101635,20,2017,12,2017-12-20
7875,Pentagon_Papers,101571,22,2017,12,2017-12-22
7876,Prince_(musician),101556,13,2017,12,2017-12-13
7877,Morocco,101518,5,2017,12,2017-12-05
7878,Federal_Communications_Commission,101485,14,2017,12,2017-12-14
7879,Frida_Kahlo,101446,14,2017,12,2017-12-14
7880,Harry_Styles,101401,13,2017,12,2017-12-13
7881,List_of_original_programs_distributed_by_Netflix,101333,4,2017,12,2017-12-04
7882,Nelson_Mandela,101329,5,2017,12,2017-12-05
7883,Georgia_(country),101314,5,2017,12,2017-12-05
7884,Bella_Thorne,101311,11,2017,12,2017-12-11
7885,SZA_(singer),101253,10,2017,12,2017-12-10
7886,Awkwafina,101214,19,2017,12,2017-12-19
7887,Shyla_Stylez,101150,7,2017,12,2017-12-07
7888,Kharga_Oasis,101093,7,2017,12,2017-12-07
7889,List_of_Prime_Ministers_of_the_United_Kingdom,101064,18,2017,12,2017-12-18
7890,List_of_Star_Wars_films_and_television_series,101016,18,2017,12,2017-12-18
7891,Songs_of_Experience_(U2_album),100988,1,2017,12,2017-12-01
7892,Burj_Khalifa,100831,18,2017,12,2017-12-18
7893,Argentina,100798,20,2017,12,2017-12-20
7894,Bonnie_and_Clyde,100758,7,2017,12,2017-12-07
7895,The_Snowman_(2017_film),100691,12,2017,12,2017-12-12
7896,Uncontacted_peoples,100632,11,2017,12,2017-12-11
7897,Call_of_Duty,100503,1,2017,12,2017-12-01
7898,Solar_System,100479,11,2017,12,2017-12-11
7899,Jake_Gyllenhaal,100411,19,2017,12,2017-12-19
7900,Nigeria,100386,20,2017,12,2017-12-20
7901,Twice_(band),100364,12,2017,12,2017-12-12
7902,Judy_Garland,100330,23,2017,12,2017-12-23
7903,Kharja,100321,7,2017,12,2017-12-07
7904,Earth,100314,12,2017,12,2017-12-12
7905,Christopher_Columbus,100197,5,2017,12,2017-12-05
7906,Mira_Sorvino,100176,16,2017,12,2017-12-16
7907,Knights_Templar,100117,7,2017,12,2017-12-07
7908,White_Christmas_(film),99991,17,2017,12,2017-12-17
7909,Shameless_(season_8),99958,4,2017,12,2017-12-04
7910,Mortal_Engines_(film),99943,19,2017,12,2017-12-19
7911,Republican_Party_(United_States),99935,13,2017,12,2017-12-13
7912,List_of_Super_Bowl_champions,99928,18,2017,12,2017-12-18
7913,Charlie_Chaplin,99882,26,2017,12,2017-12-26
7914,War_for_the_Planet_of_the_Apes,99850,20,2017,12,2017-12-20
7915,United_States_House_of_Representatives,99847,13,2017,12,2017-12-13
7916,Pepper_spray,99739,20,2017,12,2017-12-20
7917,Industrial_Revolution,99733,5,2017,12,2017-12-05
7918,Gotham_(season_4),99678,8,2017,12,2017-12-08
7919,Hawaii,99667,1,2017,12,2017-12-01
7920,Skellig_Michael,99643,18,2017,12,2017-12-18
7921,Representational_state_transfer,99409,13,2017,12,2017-12-13
7922,Genghis_Khan,99408,6,2017,12,2017-12-06
7923,Kaley_Cuoco,99333,1,2017,12,2017-12-01
7924,Johnny_Cash,99329,4,2017,12,2017-12-04
7925,List_of_most_popular_websites,99314,14,2017,12,2017-12-14
7926,Firefox,99270,8,2017,12,2017-12-08
7927,Thomas_Edison,99238,31,2017,12,2017-12-31
7928,List_of_Naruto:_Shippuden_episodes,99215,28,2017,12,2017-12-28
7929,4K_resolution,99152,5,2017,12,2017-12-05
7930,HTTPS,99142,1,2017,12,2017-12-01
7931,"Tesla,_Inc.",99133,4,2017,12,2017-12-04
7932,List_of_states_and_territories_of_the_United_States,99120,6,2017,12,2017-12-06
7933,Stephen_Curry,99104,5,2017,12,2017-12-05
7934,Margaret_Thatcher,99045,11,2017,12,2017-12-11
7935,Fortnite,99015,8,2017,12,2017-12-08
7936,Sylvester_Stallone,98980,11,2017,12,2017-12-11
7937,Ryan_Reynolds,98972,7,2017,12,2017-12-07
7938,Fantastic_Beasts_and_Where_to_Find_Them_(film),98964,8,2017,12,2017-12-08
7939,Pirates_of_the_Caribbean:_Dead_Men_Tell_No_Tales,98914,10,2017,12,2017-12-10
7940,The_Lord_of_the_Rings_(film_series),98910,18,2017,12,2017-12-18
7941,Voltaire,98749,16,2017,12,2017-12-16
7942,Jodie_Foster,98731,16,2017,12,2017-12-16
7943,Grey's_Anatomy_(season_14),98716,1,2017,12,2017-12-01
7944,List_of_Game_of_Thrones_episodes,98610,29,2017,12,2017-12-29
7945,Avengers:_Age_of_Ultron,98490,1,2017,12,2017-12-01
7946,Princess_Margaret,98190,11,2017,12,2017-12-11
7947,Interstellar_(film),98134,28,2017,12,2017-12-28
7948,Dogecoin,98108,13,2017,12,2017-12-13
7949,John_Williams,98063,18,2017,12,2017-12-18
7950,Tim_Hecker,97943,14,2017,12,2017-12-14
7951,Theeran_Adhigaaram_Ondru,97938,2,2017,12,2017-12-02
7952,Inhumans_(TV_series),97858,3,2017,12,2017-12-03
7953,Greece,97855,7,2017,12,2017-12-07
7954,Jeff_Sessions,97838,13,2017,12,2017-12-13
7955,"Moab,_Utah",97829,7,2017,12,2017-12-07
7956,Offset_(rapper),97690,22,2017,12,2017-12-22
7957,Exo_(band),97668,2,2017,12,2017-12-02
7958,Belgium,97659,11,2017,12,2017-12-11
7959,Rick_Moranis,97522,17,2017,12,2017-12-17
7960,Dwight_D._Eisenhower,97475,7,2017,12,2017-12-07
7961,Benjamin_Franklin,97472,8,2017,12,2017-12-08
7962,Kim_Kardashian,97365,21,2017,12,2017-12-21
7963,Ronnie_O'Sullivan,97343,11,2017,12,2017-12-11
7964,American_Horror_Story,97324,29,2017,12,2017-12-29
7965,Annihilation_(film),97307,14,2017,12,2017-12-14
7966,Global_warming,97302,5,2017,12,2017-12-05
7967,Raspberry_Pi,97266,11,2017,12,2017-12-11
7968,Islam,97107,7,2017,12,2017-12-07
7969,Chicago,97104,20,2017,12,2017-12-20
7970,List_of_Family_Guy_episodes,97056,4,2017,12,2017-12-04
7971,Happy!_(TV_series),97053,7,2017,12,2017-12-07
7972,French_Revolution,96926,5,2017,12,2017-12-05
7973,Queen_(band),96904,5,2017,12,2017-12-05
7974,Application_programming_interface,96857,12,2017,12,2017-12-12
7975,Fifth_Harmony,96788,1,2017,12,2017-12-01
7976,Melania_Trump,96645,1,2017,12,2017-12-01
7977,Dunning–Kruger_effect,96524,7,2017,12,2017-12-07
7978,Atomic_bombings_of_Hiroshima_and_Nagasaki,96518,7,2017,12,2017-12-07
7979,Chris_Evans_(actor),96348,11,2017,12,2017-12-11
7980,Mia_Khalifa,96229,18,2017,12,2017-12-18
7981,Murder_on_the_Orient_Express,96175,4,2017,12,2017-12-04
7982,Computer,96157,12,2017,12,2017-12-12
7983,"Gujarat_Legislative_Assembly_election,_2012",96070,18,2017,12,2017-12-18
7984,Maslow's_hierarchy_of_needs,96049,7,2017,12,2017-12-07
7985,USB,96000,7,2017,12,2017-12-07
7986,Christmas_tree,95951,19,2017,12,2017-12-19
7987,Khalid_(singer),95911,1,2017,12,2017-12-01
7988,Easy_(TV_series),95907,4,2017,12,2017-12-04
7989,Giancarlo_Stanton,95736,11,2017,12,2017-12-11
7990,Britney_Spears,95724,2,2017,12,2017-12-02
7991,Charlemagne,95690,4,2017,12,2017-12-04
7992,Kazakhstan,95678,5,2017,12,2017-12-05
7993,Prince_Andrew_of_Greece_and_Denmark,95643,10,2017,12,2017-12-10
7994,Ted_Bundy,95531,12,2017,12,2017-12-12
7995,Amber_Heard,95490,8,2017,12,2017-12-08
7996,Puerto_Rico,95467,5,2017,12,2017-12-05
7997,Wolfgang_Amadeus_Mozart,95448,5,2017,12,2017-12-05
7998,The_New_Mutants_(film),95435,8,2017,12,2017-12-08
7999,Shaivism,95386,10,2017,12,2017-12-10
8000,1996_in_music,5443732,15,2017,1,2017-01-15
8001,Normandy_landings,5087015,6,2017,1,2017-01-06
8002,Government_Secure_Intranet,4294694,11,2017,1,2017-01-11
8003,Dulce_María,4021211,29,2017,1,2017-01-29
8004,!vote,3830963,19,2017,1,2017-01-19
8005,Donald_Trump,3324542,20,2017,1,2017-01-20
8006,Darth_Vader,3066543,26,2017,1,2017-01-26
8007,European_Society_for_Clinical_Investigation,2901686,21,2017,1,2017-01-21
8008,Millennials,2281239,31,2017,1,2017-01-31
8009,Deaths_in_2017,2156098,3,2017,1,2017-01-03
8010,Lali_Espósito,1758313,10,2017,1,2017-01-10
8011,La_La_Land_(film),1460034,9,2017,1,2017-01-09
8012,Royal_Rumble_(2017),1346338,30,2017,1,2017-01-30
8013,Earth,1345805,1,2017,1,2017-01-01
8014,Hernán_Cortés,1329257,15,2017,1,2017-01-15
8015,Rino_Romano,1292458,12,2017,1,2017-01-12
8016,List_of_Sherlock_episodes,1206518,2,2017,1,2017-01-02
8017,Melania_Trump,1197693,20,2017,1,2017-01-20
8018,Barack_Obama,1182700,20,2017,1,2017-01-20
8019,Sherlock_(TV_series),1165204,16,2017,1,2017-01-16
8020,Franklin_D._Roosevelt,1136110,25,2017,1,2017-01-25
8021,Split_(2016_American_film),1018044,23,2017,1,2017-01-23
8022,Chelsea_Manning,931096,18,2017,1,2017-01-18
8023,Mary_Tyler_Moore,912745,26,2017,1,2017-01-26
8024,Rogue_One,863968,3,2017,1,2017-01-03
8025,HP_LoadRunner,843985,19,2017,1,2017-01-19
8026,Ed_Roberts_(activist),831120,23,2017,1,2017-01-23
8027,Dangal_(film),817611,2,2017,1,2017-01-02
8028,Bessie_Coleman,801399,26,2017,1,2017-01-26
8029,Fred_Korematsu,781295,30,2017,1,2017-01-30
